image,label_file,decision
great_horned_owl_21.jpg,great_horned_owl_21.txt,MANUAL_REVIEW_REQUIRED
great_horned_owl_224.jpg,great_horned_owl_224.txt,MANUAL_REVIEW_REQUIRED
great_horned_owl_246.jpg,great_horned_owl_246.txt,MANUAL_REVIEW_REQUIRED
great_horned_owl_36.jpg,great_horned_owl_36.txt,MANUAL_REVIEW_REQUIRED
great_horned_owl_41.jpg,great_horned_owl_41.txt,MANUAL_REVIEW_REQUIRED
great_horned_owl_6.jpg,great_horned_owl_6.txt,MANUAL_REVIEW_REQUIRED
great_horned_owl_64.jpg,great_horned_owl_64.txt,MANUAL_REVIEW_REQUIRED
great_horned_owl_67.jpg,great_horned_owl_67.txt,MANUAL_REVIEW_REQUIRED
great_horned_owl_8.jpg,great_horned_owl_8.txt,MANUAL_REVIEW_REQUIRED
great_horned_owl_83.jpg,great_horned_owl_83.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_119.jpg,harbor_seal_119.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_124.jpg,harbor_seal_124.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_154.jpg,harbor_seal_154.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_177.jpg,harbor_seal_177.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_178.jpg,harbor_seal_178.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_209.jpg,harbor_seal_209.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_215.jpg,harbor_seal_215.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_221.jpg,harbor_seal_221.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_243.jpg,harbor_seal_243.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_26.jpg,harbor_seal_26.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_270.jpg,harbor_seal_270.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_273.jpg,harbor_seal_273.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_29.jpg,harbor_seal_29.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_7.jpg,harbor_seal_7.txt,MANUAL_REVIEW_REQUIRED
harbor_seal_93.jpg,harbor_seal_93.txt,MANUAL_REVIEW_REQUIRED
kangaroo_rat_172.jpg,kangaroo_rat_172.txt,MANUAL_REVIEW_REQUIRED
kangaroo_rat_19.jpg,kangaroo_rat_19.txt,MANUAL_REVIEW_REQUIRED
kangaroo_rat_190.jpg,kangaroo_rat_190.txt,MANUAL_REVIEW_REQUIRED
kangaroo_rat_191.jpg,kangaroo_rat_191.txt,MANUAL_REVIEW_REQUIRED
kangaroo_rat_221.jpg,kangaroo_rat_221.txt,MANUAL_REVIEW_REQUIRED
kangaroo_rat_230.jpg,kangaroo_rat_230.txt,MANUAL_REVIEW_REQUIRED
kangaroo_rat_287.jpg,kangaroo_rat_287.txt,MANUAL_REVIEW_REQUIRED
kangaroo_rat_295.jpg,kangaroo_rat_295.txt,MANUAL_REVIEW_REQUIRED
kangaroo_rat_32.jpg,kangaroo_rat_32.txt,MANUAL_REVIEW_REQUIRED
kangaroo_rat_33.jpg,kangaroo_rat_33.txt,MANUAL_REVIEW_REQUIRED
kangaroo_rat_52.jpg,kangaroo_rat_52.txt,MANUAL_REVIEW_REQUIRED
Lion_124.jpg,Lion_124.txt,MANUAL_REVIEW_REQUIRED
Lion_175.jpg,Lion_175.txt,MANUAL_REVIEW_REQUIRED
mountain_lion_117.jpg,mountain_lion_117.txt,MANUAL_REVIEW_REQUIRED
mountain_lion_118.jpg,mountain_lion_118.txt,MANUAL_REVIEW_REQUIRED
rabbit_16.jpg,rabbit_16.txt,MANUAL_REVIEW_REQUIRED
rabbit_193.jpg,rabbit_193.txt,MANUAL_REVIEW_REQUIRED
rabbit_202.jpg,rabbit_202.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_113.jpg,red_tailed_hawk_113.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_116.jpg,red_tailed_hawk_116.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_123.jpg,red_tailed_hawk_123.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_129.jpg,red_tailed_hawk_129.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_13.jpg,red_tailed_hawk_13.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_131.jpg,red_tailed_hawk_131.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_132.jpg,red_tailed_hawk_132.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_151.jpg,red_tailed_hawk_151.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_161.jpg,red_tailed_hawk_161.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_168.jpg,red_tailed_hawk_168.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_18.jpg,red_tailed_hawk_18.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_203.jpg,red_tailed_hawk_203.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_208.jpg,red_tailed_hawk_208.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_209.jpg,red_tailed_hawk_209.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_210.jpg,red_tailed_hawk_210.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_219.jpg,red_tailed_hawk_219.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_220.jpg,red_tailed_hawk_220.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_240.jpg,red_tailed_hawk_240.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_275.jpg,red_tailed_hawk_275.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_291.jpg,red_tailed_hawk_291.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_37.jpg,red_tailed_hawk_37.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_40.jpg,red_tailed_hawk_40.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_47.jpg,red_tailed_hawk_47.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_49.jpg,red_tailed_hawk_49.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_50.jpg,red_tailed_hawk_50.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_62.jpg,red_tailed_hawk_62.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_64.jpg,red_tailed_hawk_64.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_91.jpg,red_tailed_hawk_91.txt,MANUAL_REVIEW_REQUIRED
red_tailed_hawk_94.jpg,red_tailed_hawk_94.txt,MANUAL_REVIEW_REQUIRED
tule_elk_26.jpg,tule_elk_26.txt,MANUAL_REVIEW_REQUIRED
tule_elk_90.jpg,tule_elk_90.txt,MANUAL_REVIEW_REQUIRED
turkey_0.jpg,turkey_0.txt,MANUAL_REVIEW_REQUIRED
turkey_1.jpg,turkey_1.txt,MANUAL_REVIEW_REQUIRED
turkey_100.jpg,turkey_100.txt,MANUAL_REVIEW_REQUIRED
turkey_118.jpg,turkey_118.txt,MANUAL_REVIEW_REQUIRED
turkey_13.jpg,turkey_13.txt,MANUAL_REVIEW_REQUIRED
turkey_134.jpg,turkey_134.txt,MANUAL_REVIEW_REQUIRED
turkey_136.jpg,turkey_136.txt,MANUAL_REVIEW_REQUIRED
turkey_143.jpg,turkey_143.txt,MANUAL_REVIEW_REQUIRED
turkey_152.jpg,turkey_152.txt,MANUAL_REVIEW_REQUIRED
turkey_155.jpg,turkey_155.txt,MANUAL_REVIEW_REQUIRED
turkey_221.jpg,turkey_221.txt,MANUAL_REVIEW_REQUIRED
turkey_226.jpg,turkey_226.txt,MANUAL_REVIEW_REQUIRED
turkey_228.jpg,turkey_228.txt,MANUAL_REVIEW_REQUIRED
turkey_229.jpg,turkey_229.txt,MANUAL_REVIEW_REQUIRED
turkey_259.jpg,turkey_259.txt,MANUAL_REVIEW_REQUIRED
turkey_270.jpg,turkey_270.txt,MANUAL_REVIEW_REQUIRED
turkey_277.jpg,turkey_277.txt,MANUAL_REVIEW_REQUIRED
turkey_33.jpg,turkey_33.txt,MANUAL_REVIEW_REQUIRED
turkey_34.jpg,turkey_34.txt,MANUAL_REVIEW_REQUIRED
turkey_36.jpg,turkey_36.txt,MANUAL_REVIEW_REQUIRED
turkey_38.jpg,turkey_38.txt,MANUAL_REVIEW_REQUIRED
turkey_39.jpg,turkey_39.txt,MANUAL_REVIEW_REQUIRED
turkey_52.jpg,turkey_52.txt,MANUAL_REVIEW_REQUIRED
turkey_69.jpg,turkey_69.txt,MANUAL_REVIEW_REQUIRED
turkey_84.jpg,turkey_84.txt,MANUAL_REVIEW_REQUIRED
turkey_87.jpg,turkey_87.txt,MANUAL_REVIEW_REQUIRED
turkey_88.jpg,turkey_88.txt,MANUAL_REVIEW_REQUIRED
turkey_91.jpg,turkey_91.txt,MANUAL_REVIEW_REQUIRED
